id,title,description,age_certification,runtime,hit,imdb_id,imdb_votes,tmdb_popularity,tmdb_score,top_three,release_decade
tm320281,"Can't Stop, Won't Stop: A Bad Boy Story","A behind-the-scenes look at the prolific label's legacy and offer an in-depth look at the two-night anniversary extravaganza that took place last May at Brooklyn's Barclays Center in honor of the late rap great, The Notorious B.I.G.",R,80,0,tt6628790,735,4.174,6.4,0,2010s
tm376111,Chocolate City: Vegas Strip,"The Chocolate City dancers come together to save their club from foreclosure. They decide to enter a national stripper competition, traveling all the way to Las Vegas to try their luck.",PG-13,89,0,tt5485482,303,4.126,6.5,1,2010s
tm232931,Hannibal Buress: Comedy Camisado,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",R,67,0,tt5352432,1520,4.087,6.4,1,2010s
tm1209228,Norm Macdonald: Nothing Special,"In his final comedy special, Norm Macdonald ponders casinos, cannibalism, living wills and why you have to be ready for whatever life throws your way, all done in front of a camera, without an audience, and in one take. After his set, Norm's friends and fellow comics gather to salute him.",R,87,1,tt20201450,1466,4.061,6.2,1,2020s
tm149578,Mission Blue,"Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries",PG,94,1,tt2004304,1991,4.029,7.5,1,2010s
tm31564,Linewatch,"Academy Award Winner Cuba Gooding, Jr. is a Border Patrol Officer in the New Mexico desert with a secret past that is about to catch up with him. When his old gang leader tracks him down and forces him to smuggle drugs across the border, he must choose between the life he swore to leave behind and saving his family at any cost.",R,85,0,tt1047832,2884,3.972,5.2,1,2000s
tm440415,John Leguizamo's Latin History for Morons,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",PG,89,1,tt9777830,808,3.851,7.4,1,2010s
tm321596,The Long Dumb Road,Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.,R,90,0,tt4712076,3220,3.823,5.6,1,2010s
tm348073,Pup Star: Better 2Gether,"Pup Star is back for an all-new adventure! After winning the canine competition show Pup Star and becoming an international pup sensation, Tiny, the adorable Yorkie, has her world turned upside down when an evil rival switches her out in competition with a street pup named Scrappy. The two pups find themselves living the others' very different life and an incredible journey through iconic cities ensues in this fun and hilarious dog-out-of-water adventure! As they prepare for the Pup Star competition to reach its finale, each experiences life through a very different collar and discover the importance of family and being true to yourself. At the finale, both Yorkies claim to be Tiny leaving everyone, including the judges, wondering â€“ who is the real Pup Star? A huge, fun musical adventure, â€˜Pup Star: Better 2getherâ€™ is filled with incredible singing pups, fantastic new paw-tapping songs, and an action packed heart-warming story that will have audiences of all ages howling for more!",G,90,0,tt6357074,239,3.805,6,0,2010s
tm184224,Sinbad: Afros and Bellbottoms,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",PG-13,60,1,tt0938331,172,3.793,5.5,1,1990s
tm411257,Kevin James: Never Don't Give Up,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",PG,62,0,tt8324578,1468,3.783,6.3,1,2010s
tm63514,The Last Days,"Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April, 1945.",PG-13,87,1,tt0174852,4378,3.766,7.8,1,1990s
tm558730,A Champion Heart,"A troubled girl finds faith, hope, and healing through a relationship with a wounded horse.",G,90,0,tt4738912,406,3.756,8.2,0,2010s
tm1022953,Who We Are: A Chronicle of Racism in America,"Jeffery Robinson's talk on the history of U.S. anti-Black racism, with archival footage and interviews.",PG-13,117,0,tt14030682,715,3.747,4.7,0,2020s
tm336712,An Imperfect Murder,"Successful actress Vera Lockman thrashes during a nightmare in which she struggles with, shoots and kills her drug-dealer ex-boyfriend. Jolted awake, she reveals in her journal that the killing actually occurred the day before and that Sal, dead, lies in a trunk in her living room.",R,71,0,tt6469960,1679,3.664,4.4,1,2010s
tm171929,The Short Game,"Each year, the worldâ€™s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sportâ€™s next phenom.",PG,100,1,tt2466830,1570,3.553,7.3,0,2010s
tm308241,Legends of the Hidden Temple,Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.,PG,68,0,tt5333842,921,3.528,6.7,1,2010s
tm1207094,Pete Davidson Presents: The Best Friends,"Pete Davidson jokes about rumors, free plane rides and his very weird year as he invites his friends onstage for a night of stand-up comedy and music.",PG-13,58,0,tt20723748,569,3.503,7,1,2020s
tm919880,Final Account,A depiction of the last living generation of German participants in Adolf Hitlerâ€™s Third Reich.,PG-13,94,1,tt12789212,1042,3.38,7.1,0,2020s
tm847623,Rogue Warfare: Death of a Nation,"After rescuing Daniel from the terrorist Black Mask Organization, the team uncovers plans for a deadly bomb set to detonate in 36 hours that threatens world order. With no time to recover, Daniel must throw his life back on the line as he and his elite team of soldiers race against time to find the bomb and defeat their enemy once and for all. Outnumbered and overmatched, each soldier must find their inner strength and skill to overcome insurmountable odds.",R,103,0,tt7983744,380,3.373,4.8,1,2020s
tm10811,Heavy,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",R,105,0,tt0113280,5047,3.308,6.8,1,1990s
tm457296,Kevin Hart's Guide to Black History,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,PG,60,0,tt6373518,1347,3.248,5.4,1,2010s
tm270999,The Resurrection of Gavin Stone,"Gavin Stone, a washed-up former child star, is forced to do community service at a local megachurch and pretends to be Christian so he can land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",PG,91,0,tt4902904,2269,3.2,6.3,1,2010s
tm1150872,Aziz Ansari: Nightclub Comedian,"After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.",R,29,1,tt17005888,2235,3.061,6.7,1,2020s
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",PG-13,87,1,tt6302122,2566,3.047,7.2,1,2010s
tm473647,ReMastered: The Lion's Share,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",PG-13,84,0,tt9046576,637,2.952,7,0,2010s
tm170873,My Suicide,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes his surprising interactions with worried family members, interested classmates, unreliable medical experts and the hottest girl in school.",R,110,1,tt0492896,1981,2.951,6.1,1,2000s
tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,"Jane Fonda and Lily Tomlin host an iconic celebration of women in comedy with stand-up sets from Cristela Alonzo, Margaret Cho, Michelle Buteau and more.",PG-13,60,0,tt20723738,268,2.912,5.7,1,2020s
tm844201,Super Monsters Save Christmas,"On Christmas Eve, the Super Monsters get together to make decorations, but end up having to find Santa's missing reindeer in order to save their holiday.",G,24,0,tt11193860,57,2.865,6,0,2010s
tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",PG-13,13,1,tt11151792,1415,2.744,7,0,2010s
tm406881,Bathtubs Over Broadway,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",PG-13,87,1,tt6029778,1089,2.742,8,1,2010s
tm232090,Snervous Tyler Oakley,"After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",PG-13,82,0,tt5073746,473,2.707,5.7,0,2010s
tm892081,Eric Andre: Legalize Everything,"Comedian Eric Andre presents his very first Netflix original stand-up special. Taking the stage in New Orleans, Andre breaks the boundaries of comedy as he critiques the war on drugs, the war on sex, and the war on fart jokes!",R,51,0,tt12327104,2535,2.704,6.3,1,2020s
tm976519,The App That Stole Christmas,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",PG,63,0,tt11378154,734,2.678,4.5,1,2020s
tm34331,Middle of Nowhere,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",R,101,0,tt1211890,1838,2.677,6.7,1,2010s
tm1152323,Ms. Pat: Y'all Wanna Hear Something Crazy?,"Ms. Pat finds laughter in the absurdities of parenting, pet lovers and very unfortunate lip trends as she unpacks a painful past with humor and honesty.",R,54,0,tt15338656,166,2.646,7,1,2020s
